Hospital Name,City,State
Hunjan Bone & Joint Hospital,Ludhiana,Punjab
I- Med Hospital,Mohali,Punjab
I V Y Hospital,Nawanshahr,Punjab
Icbio Clinical Research Private Limited,Mohali,Punjab
Idus Hospital,Mohali,Punjab
IMA FREE DISPENSARY,Amritsar,Punjab
iMax Dental Clinic & Implant Centre,Mohali,Punjab
IMC HOSPITAL,Ludhiana,Punjab
Immaculate Mission Hospital,Sri Muktsar Sahib,Punjab
Inder Hospital,Ludhiana,Punjab
Inderjeet Eye Hospital,Mohali,Punjab
India Kidney Hospital & Dialysis Centre,Jalandhar,Punjab
India Kidney Hospital and Dialysis Center,Jalandhar,Punjab
Indian Railways Hospital,Firozpur,Punjab
Indo Agri Clinic,Ludhiana,Punjab
Indo German Hospital,Khanna,Punjab
INDU MATERNITY HOME,Nawanshahr,Punjab
Indus Hospital,Mohali,Punjab
Indus Hospital,Rupnagar,Punjab
Indus Hospital,Sas Nagar,Punjab
Indus Hospital,Ludhiana,Punjab
Indus International Hospital,Mohali,Punjab
Indus Super Speciality Hospital,Sas Nagar,Punjab
Indus Super Speciality Hospital,Mohali,Punjab
Indus Super Specialty Hospital,Mohali,Punjab
IP Physiotherapy Clinic,Ludhiana,Punjab
IQBAL NURSING HOME & HOSPITAL,Ludhiana,Punjab
Iqbal Nursing Home and Hospital,Ludhiana,Punjab
Ivory Dental Clinic,Zirakpur,Punjab
Ivy Health and Life Sciences Pvt. Ltd,Rupnagar,Punjab
Ivy Hospital,Ludhiana,Punjab
Ivy Hospital,Mohali,Punjab
IVY Hospital,Amritsar,Punjab
Ivy Hospital,Nawanshahr,Punjab
IVY Hospital Mohali,Sahibzada Ajit Singh Nagar,Punjab
Ivy Hospital Nawanshahr,Shaheed Bhagat Singh Nagar,Punjab
IVY Superspeciality Hospital,Amritsar,Punjab
IVYes Hospital,Chandigarh,Punjab
J J Multi Speciality Hospital,Udaipur,Punjab
J K Bone & Joind Hospital,Fatehgarh Sahib,Punjab
J K Bone & Joind Hospital,Mandi Gobindgarh,Punjab
J K Hospital & Research Centre,Udaipur,Punjab
J L Bassi Hospital,Ludhiana,Punjab
J P Eye Hospital,Mohali,Punjab
J P Eye Hospital,Rupnagar,Punjab
J P Homoeo Clinic,Rupnagar,Punjab
J P Hospital,Sangrur,Punjab
J P Hospital,Zirakpur,Punjab
J P Hospital,Sas Nagar,Punjab
J. S. R. Clinic,Ludhiana,Punjab
J. C Memorial Hospital,Sangrur,Punjab
Jagdeep Eye Hospital,Jalandhar,Punjab
Jagdeep Eye Hospital And Sight Center,Jalandhar,Punjab
Jagtar Clinic And Lab,Sangrur,Punjab
Jai Ayurvedic Hospital,Bathinda,Punjab
Jai Kamal Eye Hospital,Amritsar,Punjab
Jai Maa Opticals Contact Lens Clinic,Ludhiana,Punjab
Jain Child and Chest Hospital - Abohar,Firozpur,Punjab
Jain Clinic,Ludhiana,Punjab
Jain Clinical Lab,Patiala,Punjab
Jain Dental Clinic,Jalandhar,Punjab
Jain Eye Hospital,Firozpur,Punjab
Jain Multispeciality Hospital,Khanna,Punjab
Jain Neuro Trauma & Super Speciality Hospital,Barnala,Punjab
Jain Nursing Home,Patiala,Punjab
Jain Nursing Home,Amritsar,Punjab
Jain Piles and Maternity and General Hospital,Ludhiana,Punjab
JALANDHAR NURSING HOME & MATERNITY HOME,Jalandhar,Punjab
Jalandhar Nursing Home and Maternity Hospital,Jalandhar,Punjab
Jammu Clinic & Medical Store,Amritsar,Punjab
Jammu Hospital,Jalandhar,Punjab
Janak Nursing Home,Mansa,Punjab
Janak Surgicare,Fatehgarh Sahib,Punjab
Janata Clinical and Laboratory,Patiala,Punjab
Janatha Hospital,Vadakara,Punjab
Janta Clinic,Amritsar,Punjab
Janta Clinic,Gurdaspur,Punjab
Janta Clinic,Zirakpur,Punjab
Janta Clinical Lab,Gurdaspur,Punjab
Janta Hospital,Sangrur,Punjab
Janta Hospital Ajnala Road,Amritsar,Punjab
Janta Hospital And Maternity Home,Jalandhar,Punjab
JAS Hospital,Rupnagar,Punjab
Jasbir Hospital,Phagwara,Punjab
Jasbir Physiotheray Clinic,Ludhiana,Punjab
Jaskaran Clinic,Ludhiana,Punjab
JASMER HOSPITAL,Mohali,Punjab
Jason Hospital Private Limited,Bathinda,Punjab
JASPAL NURSING HOME,Ludhiana,Punjab
Jaspreet Clinic,Jalandhar,Punjab
Jassi Hospital,Firozpur,Punjab
JASWAL ACCUPUNCTURE HOSPITAL,Hoshiarpur,Punjab
Jaswal Children Hospital,Gurdaspur,Punjab
Jaswal Children Hospital,Pathankot,Punjab
Jaswant Heart & Multi Speciality Hospital,Pathankot,Punjab
JASWANT HOSPITAL,Jalandhar,Punjab
Jaswant Hospital and Heart Foundation,Gurdaspur,Punjab
Jaswant Maternity and General Hospital,Jalandhar,Punjab
Jatinder Nursing Home,Ludhiana,Punjab
Jattinder Gambhir Hospital,Ludhiana,Punjab
Jattinder GH Hospital,Ludhiana,Punjab
Jaura Hospital,Bathinda,Punjab
Jaura Orthopaedic and Maternity Hospital,Bathinda,Punjab
Jawahar Children Hospital,Kapurthala,Punjab
Jawanda Nursing Home,Ludhiana,Punjab
Jawar Orthopaedic Hospital,Moga,Punjab
JBM Public Hospital,Mansa,Punjab
Jeet Bone & Joint Hospital,Jalandhar,Punjab
Jeet Clinic,Ludhiana,Punjab
Jeevan Eye And Meternity Hospital,Ludhiana,Punjab
Jeevan Jot Hospital / Jeevan Jyot Bal Rugnalaya / Jeevan Jyoti Hospital,Amritsar,Punjab
Jeevan Jot Hospital / Jeewan Jot Hospital,Ludhiana,Punjab
Jeevan Nursing Home,Firozpur,Punjab
Jeevan Raksha Kidney Hospital,Pathankot,Punjab
Jeevandeep Multispeciality Hospital,Amritsar,Punjab
Jeevanjot Hospital,Amritsar,Punjab
Jeeven Nursing Home,Patiala,Punjab
Jeevodaya Nursing Home,Ludhiana,Punjab
Jeewan Hospital,Ludhiana,Punjab
Jhulka Hospital,Gurdaspur,Punjab
Jindal Clinic,Rajpura,Punjab
Jindal Dental Clinic,Mohali,Punjab
Jindal Dental Clinic,Mansa,Punjab
Jindal Heart Institute and Infertility Centre,Bathinda,Punjab
Jindal Hospital,Ludhiana,Punjab
Jindal Hospital,Muktsar,Punjab
Jindal Hospital & Heart Centre,Sri Muktsar Sahib,Punjab
Jindal Hospital And Heart Centre,Sri Muktsar Sahib,Punjab
Jindal Nursing Home,Sangrur,Punjab
Jindal Oro Dental Clinic,Ludhiana,Punjab
JINDER NURSING HOME,Sangrur,Punjab
Jiwan Jyot Physiotherapy Clinic,Moga,Punjab
Jiwan Nursing Home,Patiala,Punjab
JJ CHILDREN HOSPITAL,Hoshiarpur,Punjab
JK Chest Clinic,Patiala,Punjab
Joginder Medical Clinic,Ludhiana,Punjab
Johal Hospital,Jalandhar,Punjab
Johal Hospital,Gurdaspur,Punjab
Johal Hospital & Maternity Home,Jalandhar,Punjab
Johal Multi Specialty Hospital,Jalandhar,Punjab
Johal Multispeciality Hospital,Jalandhar,Punjab
Johal Multispecilaity Hospital,Jalandhar,Punjab
Joshi Hospital,Sri Muktsar Sahib,Punjab
Joshi Hospital and Trauma Centre,Jalandhar,Punjab
Jot Nursing Home,Nawanshahr,Punjab
JOT NURSING HOME,Mohali,Punjab
JP Dental Clinic,Jalandhar,Punjab
JP EYE HOSPITAL,Mohali,Punjab
JP Hospital,Zirakpur,Punjab
JP Hospital,Zirakpur,sas nagar
Jund Hospital and Piles Laser Centre Be the first to review,Mohali,Punjab
Juneja Clinical Laboratory,Amritsar,Punjab
Just Sonia Weight Loss Clinic,Ludhiana,Punjab
Jwanda Nursing Home,Amritsar,Punjab
Jyoti Hospital,Firozpur,Punjab
Jyoti Nursing Home,Jalandhar,Punjab
Jyoti Parkash Eye Hospital,Batala,Punjab
JYOTI SANDHU MATERNITY & NURSING HOME,Ludhiana,Punjab
K D Hospital (Regd),Ludhiana,Punjab
K M Hospital,Jalandhar,Punjab
K. K. Nursing and Maternity Home,Ludhiana,Punjab
K. M. Hospital,Jalandhar,Punjab
K. D. M Hospital,Hoshiarpur,Punjab
K. Deep Nursing Home,Ludhiana,Punjab
K. M Delhi New Born and Child Care Centre,Bathinda,Punjab
Kaakar Hospital,Amritsar,Punjab
Kahlon Orthodentic Dental Clinic,Amritsar,Punjab
Kahlon Vetneary Hospital,Ludhiana,Punjab
Kahlons Dental Clinic,Mohali,Punjab
Kaila Eye Specialists Hospital,Firozpur,Punjab
Kailash Multi Speciality Hospital,Rupnagar,Punjab
Kairon Hospital,Ludhiana,Punjab
Kaisi Hospital,Ludhiana,Punjab
Kaizen Hospital Management Services,Amritsar,Punjab
Kakkar Eye Hospital,Fatehgarh Sahib,Punjab
Kakkar Hospital,Rupnagar,Punjab
Kakkar Hospital And Maternity Home,Jalandhar,Punjab
Kalagopal Dental Clinic,Dhuri,Punjab
KALAS NURSING HOME,Ludhiana,Punjab
Kaler Hospital,Gurdaspur,Punjab
Kaler Hospital and Infertility Center,Gurdaspur,Punjab
Kalgidhar Multispeciality Hospital,Amritsar,Punjab
Kalia Eye & Maternity Hospital,Firozpur,Punjab
Kalra Clinic,Ludhiana,Punjab
KALRA Dental Clinic,Morinda,Punjab
Kalra Homoeopathic Clinic,Mohali,Punjab
Kalra Hospital,Firozpur,Punjab
Kalra Hospital,Ludhiana,Punjab
Kalra Hospital,Amritsar,Punjab
Kalra Hospital,Bathinda,Punjab
KALRA MATERNITY & NURSING HOME,Jalandhar,Punjab
Kalra Memorial Hospital,Amritsar,Punjab
Kalsi Clinic,Ludhiana,Punjab
Kalyan Hospital,Ludhiana,Punjab
Kalyani Hospital,Gurdaspur,Punjab
Kamal Clinic,Patiala,Punjab
Kamal Computerized Laoratory,Barnala,Punjab
Kamal Dental Clinic,Mohali,Punjab
KAMAL HOSPITAL,Jalandhar,Punjab
Kamal Hospital (Maternity Home and General),Amritsar,Punjab
Kamal Mahajan Children Hospital,Amritsar,Punjab
Kamal Memorial Hospital,Fatehgarh Sahib,Punjab
Kamal Nursing Home,Rupnagar,Punjab
Kamboj Hospital,Mohali,Punjab
Kamboj Hospital,Firozpur,Punjab
Kamesh Bhargava Hospitals & Research Centre Private Limited,Mohali,Punjab
Kamla Devi Eye and Maternity Hospital,Jalandhar,Punjab
Kamra Hospital,Sri Muktsar Sahib,Punjab
Kamra Hospital and Ultra Sound Scanning Centre,Sri Muktsar Sahib,Punjab
Kanchan Hospital,Ludhiana,Punjab
Kanda Electro Homeopathic Clinic,Moga,Punjab
Kang Clinic,Jalandhar,Punjab
Kanish Nursing Home,Ludhiana,Punjab
Kansal Dental Hospital,Barnala,Punjab
Kansal Hospital,Moga,Punjab
Kansara Clinic GT Road,Gurdaspur,Punjab
Kanwar Hospital,Hoshiarpur,Punjab
Kanwar Hospital,Gurdaspur,Punjab
KAPIL HOSPITAL,Jalandhar,Punjab
Kapoor Bone And Children Hospital,Jalandhar,Punjab
Kapoor Dental Clinic,Ludhiana,Punjab
Kapoor Maternity Home,Gurdaspur,Punjab
Kapoor Nursig Home and Maternity Centre,Faridkot,Punjab
KAPOOR NURSING HOME,Ludhiana,Punjab
Kapoor Nursing Home - Ludhiana,Ludhiana,Punjab
Kapoor Nursing Home and Maternity Center,Faridkot,Punjab
Kapoor's Dental and Orthodontic Centre,Amritsar,Punjab
Kapoor's Kidney and Urostone Centre Pvt. Ltd.,Chandigarh,Punjab
Karam Hair Transplant Hospital,Ludhiana,Punjab
Karam Hospital,Ludhiana,Punjab
Karam Hospital,Fatehgarh Sahib,Punjab
KARAM SINGH HOSPITAL,Amritsar,Punjab
Karam Skin & Laser Clinic,Ludhiana,Punjab
Karan Clinical Lab,Mohali,Punjab
Karan Hospital,Jalandhar,Punjab
Karan Hospital,Ludhiana,Punjab
KARAN HOSPITAL & MATERNITY HOME,Banga,Punjab
Karan Hospital and Maternity Home,Nawanshahr,Punjab
Karan Hospital Samrala,Samrala,Punjab
Karan Vir Multi Speciality Hospital,Ludhiana,Punjab
Karanvir Hospital,Ludhiana,Punjab
Karir Charitable Trust Hospital,Tarn Taran,Punjab
Karma Hospital,Ludhiana,Punjab
Kartar Clinic And Nursing Home,Bathinda,Punjab
Kartar Dental Clinic,Jalandhar,Punjab
Karuna Neuro-Psychiatry Hospital,Sangrur,Punjab
Kashvi dental care,Amritsar,Punjab
Kashyap Nursing Home,Fatehgarh Sahib,Punjab
Katani Dental Clinic,Ludhiana,Punjab
Kataria Eye & E. N. T Hospital Private Limited,Jalandhar,Punjab
KATARIA EYE & ENT HOSPITAL,Jalandhar,Punjab
Kataria Hospital,Kot Kapura,Punjab
KATARIA NURSING HOME,Kot Kapura,Punjab
Kataria Nursing Home,Faridkot,Punjab
Kathpal Dental Care Clinic,Ludhiana,Punjab
Katodia Children Hospital,Mansa,Punjab
Kaura Hospital,Jalandhar,Punjab
Kaura Lapro Endoscopic Center (Kaura Nursing Home),Moga,Punjab
Kaushal Clinic,Amritsar,Punjab
Kaushal Eye & General Hospital,Fatehgarh Sahib,Punjab
Kaushal Hospital,Gurdaspur,Punjab
Kaushal Nursing Home,Kapurthala,Punjab
KAUSHAL NURSING HOME EYE,Heart Care & Gyne Centre,mandi gobindgarh
KAUSHALAYesA DEVI HOSPITAL AND DIAGNOSTIC CENTRE,Pathankot,Punjab
Kaushalyadevi Eye Hospital,Batala,Punjab
Kaya Skin Clinic,Ludhiana,Punjab
KD Hospital,Patiala,Punjab
KDI Hospital,Pathankot,Punjab
Kehal Childern & Maternity Hospital,Sangrur,Punjab
Kehal Clinic,Ludhiana,Punjab
Kehel Clinic,Malerkotla,Punjab
Kerela Arogyadham Ayurvedic Hospital.,Fatehgarh Sahib,Punjab
Kesar Chand Nursing Home,Sangrur,Punjab
Keshav Orthopaedics and Multispeicality Hospital,Sas Nagar,Punjab
Kgm Bone Hospital,Jalandhar,Punjab
Khadial Children Hospital,Bathinda,Punjab
Khaira Nursing Home,Ludhiana,Punjab
Khalsa Clinic,Moga,Punjab
Khan Hospital,Ludhiana,Punjab
Khan Hospital,Sangrur,Punjab
Khangura Bone And Joint Hospital,Sangrur,Punjab
Khanna Nursing Home,Ludhiana,Punjab
Khanna Nursing Home - Moga,Moga,Punjab
Khanna Nursing Home (Firozpur),Firozpur,Punjab
Khanna Nursing Home Multispecility Centre,Ludhiana,Punjab
KHANNA PHYSIOTHERAY CENTRE,Ludhiana,Punjab
Khara Hospital,Amritsar,Punjab
Kharar Civil Hospital Blood Bank,Kharar,Punjab
Khattra Clinic,Ludhiana,Punjab
Khawaja Hospital,Malerkotla,Punjab
KHIPAL ENT HOSPITAL,Bathinda,Punjab
Khosa Dental Clinic,Faridkot,Punjab
Khosla Hospital,Ludhiana,Punjab
Khosla Hospital,Sangrur,Punjab
KHOSLA HOSPITAL,Jalandhar,Punjab
Khosla Stone Kidney And Surgical Centre,Ludhiana,Punjab
Khuda Bhaksh Clinic,Ludhiana,Punjab
Khullar Hospital,Sangrur,Punjab
Khullar Hospital,Jalandhar,Punjab
KHURANA CHILDREN HOSPITAL,Bathinda,Punjab
Khurana Dental Klinik,Amritsar,Punjab
Khurana ENT And Allergy Clinic,Ludhiana,Punjab
Khushi Physiotherapy And Rehab Clinic,Ludhiana,Punjab
Kidney & Lifeline Hospital,Jalandhar,Punjab
Kidney Hospital & LifeLine Medical Institutions,Jalandhar,Punjab
Kidney Hospital and Lifeline Medical Institution,Jalandhar,Punjab
Kidney Hospital And Lifeline Medical Institutions,Jalandhar,Punjab
Kidney Hospital Jalandhar,Jalandhar,Punjab
KIDNEYKARE SURGICAL CENTRE,Ludhiana,Punjab
Kingra Clinic,Moga,Punjab
Kiran Clinic,Bathinda,Punjab
Kiran Eye Care Centre,Bathinda,Punjab
Kiran Hospital,Ludhiana,Punjab
Kiran Hospitals,Ludhiana,Punjab
Kiran Maternity and General Hospital,Sri Muktsar Sahib,Punjab
Kiran Nursing Home / Kiran Nursing Home And Laparoscopicb Center,Rupnagar,Punjab
Kishori Ram Hospital and Diabetes Care Centre,Bathinda,Punjab
Kiwi Children Hospital,Amritsar,Punjab
Klair Orthopaedic Centre - Patiala,Fatehgarh Sahib,Punjab
Klein and Nobel Hospital,Ludhiana,Punjab
Kler Hospital,Bathinda,Punjab
Kohli Surgical Hospital and Maternity Home,Gurdaspur,Punjab
Kondal Physio Clinic,Jalandhar,Punjab
Kosmos Bone and Joint Centre,Ludhiana,Punjab
Kothari Eye Hospital,Udaipur,Punjab
Krishna Clinic,Firozpur,Punjab
Krishna Clinical Lab,Patiala,Punjab
Krishna Gandhi Superspeciality Hospital,Nawanshahr,Punjab
Krishna Herbal Clinic,Ludhiana,Punjab
Krishna Hospital,Ludhiana,Punjab
Krishna Hospital,Pathankot,Punjab
Kuber Hospital,Fatehgarh Sahib,Punjab
Kuka Diagnostic Centre,Ludhiana,Punjab
Kukreja Dental Clinic,Ludhiana,Punjab
Kukreja Hospital,Pathankot,Punjab
Kular Hospital,Khanna,Punjab
Kuldeep Hospital,Jalandhar,Punjab
Kuldeep Hospital And Maternity Home,Jalandhar,Punjab
Kuldip Hospital,Jalandhar,Punjab
Kulwant Heart And Vascular Centre,Ludhiana,Punjab
Kulwant Nursing Home and Endoscopic Surgical Centre,Mansa,Punjab
Kumar Clinic,Nawanshahr,Punjab
Kumar Clinic,Ludhiana,Punjab
Kumar Dental Hospital,Jalandhar,Punjab
Kumar Hospital,Rupnagar,Punjab
Kumar Hospital and Ultra Sound,Faridkot,Punjab
Kumar Hospital Kotpura,Bathinda,Punjab
Kumar Hospital Tapa,Barnala,Punjab
Kumar Physiotherapy And Dental Clinic,Phagwara,Punjab
Kumar Skin And Allergy Clinic,Jalandhar,Punjab
Kundan Ayurvedic Centre,Jalandhar,Punjab
Kyra Aesthetic Clinic,Ludhiana,Punjab
Kyra Clinic,Ludhiana,Punjab
Labh Dental Clinic,Moga,Punjab
Lajjawanti Jain Memorial Hospital,Ludhiana,Punjab
LAJWANTI HOSPITAL,Jalandhar,Punjab
Lakhanpal Clinic,Ludhiana,Punjab
Lal Dental Clinic And Orthodontic Centre,Jalandhar,Punjab
Lal Family Health Clinic,Mohali,Punjab
Lala Lajpat RAI Hospital,Kapurthala,Punjab
Lamba Child Care Hospital,Amritsar,Punjab
Lamba Clinic,Mohali,Punjab
Laser Eye Hospital,Rupnagar,Punjab
Laungia Dental Hospital,Rupnagar,Punjab
Lehri Dental Clinic,Bathinda,Punjab
Leisha Hospital,Jalandhar,Punjab
Liberty Hospital,Mohali,Punjab
Life Care Clinical Laboratory,Ludhiana,Punjab
Life Care Hospital,Kurali,Punjab
Life Line Clinic,Mohali,Punjab
Life Line Clinic,Ludhiana,Punjab
Life Line Homoeo Clinic,Jalandhar,Punjab
Life Line Hospital,Amritsar,Punjab
Life Line Multispeciality Hospital,Sangrur,Punjab
Life Line Suprpseslit Heart Hospital,Zirakpur,Punjab
Life Style Clinic,Ludhiana,Punjab
Lifeline Hospital,Nawanshahr,Punjab
Lifeline Hospital,Ludhiana,Punjab
Lifeline Hospital / Lifeline Hospital And Heart Centre,Ludhiana,Punjab
Lifeline Hospital,Mandi Gobindgarh,Punjab
Lifeline Hospitals,Jalandhar,Punjab
Lifeline Multi Speciality Hospital,Sangrur,Punjab
Lifeline Multispeciality Hospital,Barnala,Punjab
Lifeline Polyclinic and Nursing Home,Ludhiana,Punjab
Lifeline Super Speciality Hospital,Ludhiana,Punjab
Likhi Hospital,Ludhiana,Punjab
Liyakat Children Hospital,Sangrur,Punjab
Longowal Piles Hospital,Sunam,Punjab
Loona Nursing Home,Firozpur,Punjab
Lotey Clinic,Ludhiana,Punjab
Love Clinical Lab,Bathinda,Punjab
Lt Gen Shivdev Singh Civil Hospital,Nabha,Punjab
Ludhiana Chest HospitalandSuper Speciality Hospital,Ludhiana,Punjab
Ludhiana Child Care and Scan Centre,Bathinda,Punjab
Ludhiana Children Hospital,Muktsar,Punjab
Ludhiana Children Hospital and Nursing Home,Sri Muktsar Sahib,Punjab
LUDHIANA EYE HOSPITAL,Ludhiana,Punjab
Ludhiana Hospital,Ludhiana,Punjab
Ludhiana Hospital / Ludhiana Mediciti(A Super Speciality Hospital),Ludhiana,Punjab
LUDHIANA LAPAROSCOPIC & GENERAL SURGICAL CLINIC,Ludhiana,Punjab
Ludhiana Laparoscopic and General Surgical Clinic,Ludhiana,Punjab
Ludhiana Mediways Hospital,Ludhiana,Punjab
Ludhiana Newborn & Child Care & Ultrasound SCAN,Bathinda,Punjab
Ludhiana Nursing Home (P) Ltd,Ludhiana,Punjab
Ludhiana Orthodontic & Dental Clinic,Ludhiana,Punjab
Luthra Chemist & Clinic Lab,Patiala,Punjab
Luxmi Bai Institute Of Dental Sciences & Hospital,Patiala,Punjab
M K Hospital,Ludhiana,Punjab
M. D Hospital,Bathinda,Punjab
M. D. Oswal Cancer Hospital Ludhiana,Ludhiana,Punjab
M. K. Hospital,Jalandhar,Punjab
M. K. Mahajan Maternity and Nursing Home,Gurdaspur,Punjab
M. S Memorial Janjua Hospital,Gurdaspur,Punjab
M/S Unnat Agriclinic,Firozpur,Punjab
MAA Gayatri Hospital,Udaipur,Punjab
Maan Clinical Laboratory,Amritsar,Punjab
Madaan Nursing and Maternity Home,Bathinda,Punjab
MADAN HOSPITAL,Amritsar,Punjab
MADHO HOSPITAL,Sri Muktsar Sahib,Punjab
Madhu Clinic,Sangrur,Punjab
Madhu Nursing Home,Faridkot,Punjab
Madhu Nursing Home - Patiala,Fatehgarh Sahib,Punjab
Mahadev Hospital,Pathankot,Punjab
Mahajan Children Hospital Gurdaspur,Gurdaspur,Punjab
Mahajan Clinic,Amritsar,Punjab
Mahajan Clinical Laboratory,Pathankot,Punjab
Mahajan Dental Clinic,Pathankot,Punjab
Mahajan Dental Clinic,Gurdaspur,Punjab
Mahajan Eye Hospital,Jalandhar,Punjab
Mahajan eye Hospital and Maternity Home,Jalandhar,Punjab
Mahajan Hospital,Gurdaspur,Punjab
Mahajan Hospital,Amritsar,Punjab
Mahajans Dental Clinic,Amritsar,Punjab
Mahal Hospital,Goraya,Punjab
Maharaj Agarsain Charitable Hospital,Jalandhar,Punjab
Maharaj Sawan Singh Charitable Hospital,Amritsar,Punjab
Mahaveer Jain Clinic,Ludhiana,Punjab
Maheshwary Eye Hospital,Amritsar,Punjab
Mahindra hospital,Sangrur,Punjab
Mahna Eye Hospital,Kapurthala,Punjab
Mai Bhago Ayurvedic Medical College And Hospital,Muktsar,Punjab
Major Gopta Bone and Joint Hospital,Bathinda,Punjab
MAJOR NURSING HOME,Sri Muktsar Sahib,Punjab
Makha Clinical,Mansa,Punjab
Makhan Singh Hospital,Ludhiana,Punjab
Makhan Singh Hospital & Ent Pvt Ltd,Ludhiana,Punjab
Makkar Hospital,Jalandhar,Punjab
Makkar Hospital,Phagwara,Punjab
Malhan Dental Clinic,Mohali,Punjab
Malhan Dental Clinic And Implant Centre,Jalandhar,Punjab
Malhotra ano-rectal center,Amritsar,Punjab
Malhotra Children And General Hospital,Jalandhar,Punjab
Malhotra Clinic,Rajpura,Punjab
MALHOTRA EYE & ENT HOSPITAL,Mohali,Punjab
Malhotra Hospital,Phagwara,Punjab
MALHOTRA HOSPITAL & MATERNITY HOME,Jalandhar,Punjab
Malwa dukhniwaran eye hospital,Bathinda,Punjab
Manda Homeopathic Hospital,Bathinda,Punjab
Mandav Hospital,Mandi Gobindgarh,Punjab
Mandeep Clinic,Ludhiana,Punjab
Mandeep Clinic,Hoshiarpur,Punjab
MANDEEP SETHIS NURSING HOME,Jalandhar,Punjab
MANGAT HOSPITAL,Jalandhar,Punjab
Manjeet Clinical Laboratory,Jalandhar,Punjab
MANJIT HOSPITAL,Jalandhar,Punjab
Mann Clinic,Ludhiana,Punjab
Mann Dental Clinic,Ludhiana,Punjab
Mann Hospital and Maternity Home,Jalandhar,Punjab
Mann Lab Clinical,Moga,Punjab
Mann Life Care Hospital Hospital in Jalandhar,Punjab,jalandhar
Mann Mediciti,Jalandhar,Punjab
Mann Mediciti - Super Speciality Hospital,Jalandhar,Punjab
Mann Mediciti Hospital,Jalandhar,Punjab
Mann Mediciti Super Speciality Hospital,Jalandhar,Punjab
Mann Mediciti Wellness Center Pvt Ltd,Jalandhar,Punjab
Mannat Hospital,Ludhiana,Punjab
Mannat Superspeciality Hospital,Jalandhar,Punjab
Manoj Clinical Lab,Malerkotla,Punjab
Manoj Clinical Labs,Sangrur,Punjab
Mansrovar Dental Clinic,Zirakpur,Punjab
MANU Dental Clinic,Ludhiana,Punjab
Manu Hospital,Ludhiana,Punjab
Mararri Ayurvedic Research Centre & Clinic,Amritsar,Punjab
Marwadi Charitable Hospital,Amritsar,Punjab
Mata Amar Kaur Vivek Charitable Hospital,Jaitu,Punjab
Mata Kartar Kaur Memorial Hospital,Amritsar,Punjab
Mata Kaulan Ji Bandi Chod Charitable Hospital,Amritsar,Punjab
MATA KAULAN JI FREE HOSPITAL,Amritsar,Punjab
Mata Krishna Devi Homeopathic Clinic,Amritsar,Punjab
MATA MALAVI DEVI CHARITABLE HOSPITAL,Ludhiana,Punjab
Mata Nanki Charitable Hospital,Anandpur Sahib,Punjab
Mata Nanki Charitable Hospital,Rupnagar,Punjab
Mata Santoshi Hospital,Muktsar,Punjab
Matrix Khanna - Colours Hair And Beauty Clinic,Khanna,Punjab
Matsya Hospital,Mohali,Punjab
Mavi Hospital,Morinda,Punjab
Max City Hospital,Rupnagar,Punjab
Max City Hospital Trauma Centre,Ludhiana,Punjab
Max Hospital,Zirakpur,Punjab
Max Hospital,Bathinda,Punjab
Max Hospital,Mohali,Punjab
Max Super Speciality Hospital,Mohali,Punjab
Max Super Speciality Hospital,Bathinda,Punjab
Max Super Speciality Hospital Bathinda,Bathinda,Punjab
Max Superspeciality Hospital,Mohali,Punjab
Maxwell Clinic,Patiala,Punjab
Mayo Super Speciality Hospital,Mohali,Punjab
MD Oswal Cancer Hospital,Ludhiana,Punjab
Med Card Hospital,Amritsar,Punjab
Med Card Multispecially Hospital,Amritsar,Punjab
Medha Dental Clinic,Faridkot,Punjab
Medi Life Hospital,Ludhiana,Punjab
Medicaid Hospital Amritsar,Amritsar,Punjab
Mediways Hospital,Ludhiana,Punjab
Medlink Hospital,Patiala,Punjab
Meenakshi Speech And Hearing Clinic Private Limited,Ludhiana,Punjab
Meet Multispeciality Hospital,Jalandhar,Punjab
Meher Homeopathic Clinic,Muktsar,Punjab
Mehta Clinic And Lab,Jalandhar,Punjab
Mehta Hospital,Mohali,Punjab
Mehta Nursing Home,Gurdaspur,Punjab
Mens Health Clinic,Jalandhar,Punjab
Mental Health Clinic,Kathar,Punjab
Metro Hospital,Sangrur,Punjab
Metro Hospital and Maternity Home,Jalandhar,Punjab
Mewar Hospital Pvt Ltd,Udaipur,Punjab
Micro Clinical Lab,Garhashanker,Punjab
Micro Hytec Clinical Lab,Amritsar,Punjab
Miglani Hospital,Amritsar,Punjab
Miglani Hospital,Hoshiarpur,Punjab
Milap Hospital Bone & Joint,Fatehgarh Sahib,Punjab
Military Hospital,Pathankot,Punjab
Military Hospital,Patiala,Punjab
Military Hospital,Jalandhar,Punjab
MILITARY HOSPITAL JALANDHAR,Jalandhar,Punjab
Millennium Tyre Clinic,Jalandhar,Punjab
Miltary Hospital Jalandhar,Jalandhar Cantt,Punjab
Mind And Body Homeopathy Clinic,Ludhiana,Punjab
Mind Care Hospital,Fatehgarh Sahib,Punjab
Mind Plus,Ludhiana,Punjab
Mini Mission Hospital And Ayurvedic Chikitsa,Faridkot,Punjab
Miri Piri Pain Management Clinic,Amritsar,Punjab
MISRA NURSING HOME,Pathankot,Punjab
Mission Hospital,Dhariwal,Punjab
Mitra Eye Hospital,Phagwara,Punjab
